matter_id,law_firm,timekeeper_role,hours_billed,hourly_rate,invoice_amount,savings,approved_invoice_amount,budget_allocated,budget_variance,billing_violation_type,invoice_date
M-2499,Skadden,Partner,48.94,1260.0,61660.66,12332.13,49328.53,51079.05,10581.62,Travel Billing,2026-02-22
M-1579,Hogan Lovells,Partner,18.39,990.0,18201.32,3640.26,14561.06,16751.16,1450.16,Travel Billing,2025-02-23
M-3964,Clifford Chance,Associate,38.36,585.0,22441.42,4488.28,17953.13,26231.15,-3789.74,Travel Billing,2024-08-17
M-2367,Allen & Overy,Associate,50.85,540.0,27456.65,5491.33,21965.32,25221.02,2235.64,Travel Billing,2024-12-04
M-3947,Clifford Chance,Partner,10.25,1170.0,11996.61,1799.49,10197.12,11501.45,495.16,Excess Research,2025-08-09
M-1893,Hogan Lovells,Partner,41.73,990.0,41310.46,8262.09,33048.36,46845.84,-5535.39,Travel Billing,2024-05-14
M-2943,DLA Piper,Associate,50.66,472.5,23937.65,0.0,23937.65,20897.7,3039.95,None,2024-12-10
M-3172,Skadden,Associate,46.32,630.0,29182.39,4377.36,24805.03,31768.59,-2586.2,Excess Research,2026-02-20
M-3123,Hogan Lovells,Partner,38.06,990.0,37680.42,0.0,37680.42,31789.86,5890.56,None,2024-12-04
M-3165,Latham & Watkins,Associate,10.8,607.5,6558.79,0.0,6558.79,7429.27,-870.48,None,2025-05-13
M-3264,DLA Piper,Associate,36.85,472.5,17412.56,3482.51,13930.05,17121.29,291.27,Travel Billing,2025-05-24
M-1865,White & Case,Partner,55.37,1035.0,57304.25,8595.64,48708.61,55042.5,2261.75,Excess Research,2025-02-22
M-2948,Baker & McKenzie,Partner,31.13,900.0,28017.96,4202.69,23815.27,24510.95,3507.02,Excess Research,2024-06-14
M-3760,Allen & Overy,Partner,52.31,1080.0,56494.98,8474.25,48020.73,46113.91,10381.07,Excess Research,2024-04-07
M-1474,Hogan Lovells,Associate,63.13,495.0,31250.88,4687.63,26563.25,27862.77,3388.11,Excess Research,2025-02-17
M-2775,Latham & Watkins,Partner,51.97,1215.0,63147.73,12629.55,50518.19,63729.23,-581.5,Travel Billing,2025-08-18
M-3427,Clifford Chance,Partner,5.0,1170.0,5850.0,1170.0,4680.0,5423.9,426.1,Travel Billing,2024-08-11
M-3882,Freshfields,Associate,50.36,562.5,28327.72,5665.54,22662.17,27866.52,461.19,Travel Billing,2025-09-30
M-1830,DLA Piper,Associate,41.47,472.5,19596.52,2939.48,16657.04,15887.4,3709.12,Excess Research,2025-07-21
M-1733,White & Case,Associate,48.9,517.5,25307.82,0.0,25307.82,21972.35,3335.47,None,2024-03-26
M-3821,Skadden,Partner,62.93,1260.0,79294.61,15858.92,63435.69,64887.72,14406.89,Travel Billing,2026-01-07
M-1685,Linklaters,Associate,40.52,540.0,21878.25,0.0,21878.25,24726.58,-2848.32,None,2024-11-24
M-3274,Allen & Overy,Associate,35.18,540.0,18995.41,3799.08,15196.33,21881.21,-2885.81,Travel Billing,2024-10-03
M-2990,Hogan Lovells,Associate,43.57,495.0,21569.15,0.0,21569.15,19874.12,1695.03,None,2025-05-10
M-1357,Clifford Chance,Associate,36.87,585.0,21571.69,3235.75,18335.93,17603.83,3967.86,Excess Research,2026-01-31
M-3490,White & Case,Partner,67.45,1035.0,69807.13,13961.43,55845.7,68815.61,991.52,Travel Billing,2025-10-07
M-2895,Latham & Watkins,Associate,28.89,607.5,17548.6,2632.29,14916.31,14997.44,2551.16,Excess Research,2025-11-25
M-2843,Skadden,Associate,50.34,630.0,31715.52,6343.1,25372.42,36434.04,-4718.52,Travel Billing,2025-08-19
M-3851,Latham & Watkins,Associate,56.62,607.5,34394.24,5159.14,29235.1,31769.35,2624.89,Excess Research,2026-02-18
M-2202,Clifford Chance,Associate,12.85,585.0,7517.19,0.0,7517.19,6755.02,762.17,None,2026-02-21
M-3926,Linklaters,Associate,9.42,540.0,5085.47,1017.09,4068.37,5921.56,-836.09,Travel Billing,2026-02-07
M-3141,Hogan Lovells,Partner,75.08,990.0,74331.74,14866.35,59465.39,84508.45,-10176.71,Travel Billing,2026-01-10
M-3803,Allen & Overy,Associate,41.41,540.0,22363.17,3354.48,19008.69,20870.29,1492.88,Excess Research,2025-08-16
M-2494,Baker & McKenzie,Partner,36.55,900.0,32895.1,4934.26,27960.83,29390.84,3504.25,Excess Research,2025-05-16
M-1634,Allen & Overy,Associate,39.74,540.0,21459.54,0.0,21459.54,18058.79,3400.75,None,2026-02-25
M-2073,Clifford Chance,Partner,14.14,1170.0,16547.13,2482.07,14065.06,18714.18,-2167.04,Excess Research,2026-03-04
M-1764,Linklaters,Associate,14.81,540.0,7996.55,0.0,7996.55,7903.78,92.77,None,2024-06-07
M-1596,White & Case,Associate,35.06,517.5,18143.64,3628.73,14514.91,16430.14,1713.5,Travel Billing,2025-06-13
M-3168,Clifford Chance,Associate,32.02,585.0,18733.34,3746.67,14986.68,21647.41,-2914.07,Travel Billing,2025-04-12
M-1544,White & Case,Associate,44.79,517.5,23180.25,0.0,23180.25,25257.36,-2077.11,None,2025-09-30
M-1446,Skadden,Associate,51.74,630.0,32597.17,6519.43,26077.73,28288.95,4308.22,Travel Billing,2025-09-29
M-1612,DLA Piper,Partner,39.69,945.0,37504.58,0.0,37504.58,37783.14,-278.56,None,2024-03-13
M-2733,Skadden,Partner,49.66,1260.0,62577.44,12515.49,50061.96,50248.4,12329.05,Travel Billing,2025-06-21
M-2395,Skadden,Partner,41.77,1260.0,52627.17,10525.43,42101.74,56919.49,-4292.31,Travel Billing,2024-12-31
M-1076,Hogan Lovells,Partner,22.65,990.0,22422.9,3363.44,19059.47,24573.12,-2150.22,Excess Research,2025-07-25
M-3916,Allen & Overy,Partner,16.28,1080.0,17582.71,2637.41,14945.3,16775.61,807.09,Excess Research,2024-12-07
M-1149,Skadden,Associate,40.96,630.0,25805.0,5161.0,20644.0,22756.22,3048.78,Travel Billing,2026-03-06
M-2991,Allen & Overy,Associate,37.05,540.0,20005.35,0.0,20005.35,19291.96,713.39,None,2025-12-07
M-3981,Skadden,Associate,36.1,630.0,22745.23,3411.78,19333.45,27055.74,-4310.5,Excess Research,2024-08-27
M-3592,Linklaters,Associate,48.92,540.0,26416.92,0.0,26416.92,24574.77,1842.15,None,2024-12-05
M-1517,Latham & Watkins,Partner,46.12,1215.0,56030.91,0.0,56030.91,49853.97,6176.94,None,2026-02-01
M-2332,Latham & Watkins,Associate,36.61,607.5,22242.66,0.0,22242.66,23070.03,-827.37,None,2024-07-31
M-1940,Hogan Lovells,Associate,24.8,495.0,12273.81,0.0,12273.81,11569.66,704.15,None,2024-10-17
M-2429,Linklaters,Associate,15.28,540.0,8250.56,1237.58,7012.97,6732.2,1518.36,Excess Research,2024-05-31
M-1291,Linklaters,Partner,48.65,1080.0,52538.75,7880.81,44657.94,48324.21,4214.54,Excess Research,2024-04-18
M-2529,Allen & Overy,Partner,65.67,1080.0,70921.88,14184.38,56737.5,63997.46,6924.42,Travel Billing,2025-01-19
M-3236,Baker & McKenzie,Partner,38.89,900.0,34996.91,6999.38,27997.53,33514.85,1482.07,Travel Billing,2025-05-15
M-2013,DLA Piper,Partner,61.46,945.0,58081.22,0.0,58081.22,48504.34,9576.89,None,2024-03-23
M-1262,Allen & Overy,Associate,42.15,540.0,22759.6,3413.94,19345.66,24841.56,-2081.97,Excess Research,2024-09-11
M-1049,DLA Piper,Associate,62.69,472.5,29623.07,5924.61,23698.46,35131.46,-5508.39,Travel Billing,2025-04-17
M-1748,Baker & McKenzie,Associate,50.79,450.0,22854.64,4570.93,18283.72,18351.02,4503.63,Travel Billing,2024-06-30
M-3256,DLA Piper,Partner,48.61,945.0,45934.82,0.0,45934.82,51736.52,-5801.71,None,2025-01-16
M-1754,DLA Piper,Partner,21.07,945.0,19913.19,3982.64,15930.55,20990.49,-1077.3,Travel Billing,2025-05-13
M-1862,Clifford Chance,Partner,28.94,1170.0,33862.2,5079.33,28782.87,33702.49,159.71,Excess Research,2024-03-24
M-1182,Allen & Overy,Partner,57.45,1080.0,62043.75,12408.75,49635.0,66365.55,-4321.8,Travel Billing,2024-12-20
M-2476,Baker & McKenzie,Associate,54.43,450.0,24495.52,0.0,24495.52,28062.44,-3566.93,None,2024-07-04
M-3080,Freshfields,Associate,67.85,562.5,38167.01,7633.4,30533.61,42328.28,-4161.27,Travel Billing,2025-07-25
M-3275,Linklaters,Partner,44.5,1080.0,48059.84,7208.98,40850.87,43283.29,4776.56,Excess Research,2024-06-26
M-3298,Latham & Watkins,Associate,52.38,607.5,31819.52,0.0,31819.52,28611.39,3208.13,None,2025-03-09
M-2730,Linklaters,Partner,14.36,1080.0,15511.04,2326.66,13184.38,13135.74,2375.29,Excess Research,2024-11-15
M-1873,Linklaters,Partner,8.23,1080.0,8890.31,0.0,8890.31,9076.74,-186.43,None,2026-02-05
M-3579,DLA Piper,Partner,8.25,945.0,7800.32,0.0,7800.32,7095.82,704.5,None,2024-03-28
M-1729,Baker & McKenzie,Associate,34.9,450.0,15704.35,3140.87,12563.48,16322.08,-617.73,Travel Billing,2025-09-15
M-3080,Clifford Chance,Partner,22.04,1170.0,25786.59,5157.32,20629.27,22920.42,2866.17,Travel Billing,2025-09-17
M-1679,Hogan Lovells,Partner,10.47,990.0,10364.75,2072.95,8291.8,9265.87,1098.89,Travel Billing,2025-05-12
M-1123,DLA Piper,Partner,36.61,945.0,34597.84,0.0,34597.84,30500.65,4097.19,None,2025-06-05
M-1469,Hogan Lovells,Partner,27.72,990.0,27441.78,5488.36,21953.42,25513.68,1928.1,Travel Billing,2024-09-02
M-1917,Latham & Watkins,Partner,27.1,1215.0,32928.61,6585.72,26342.89,35992.89,-3064.27,Travel Billing,2025-07-26
M-1228,Allen & Overy,Partner,13.44,1080.0,14513.71,2177.06,12336.65,14599.22,-85.51,Excess Research,2024-05-02
M-2354,Allen & Overy,Partner,45.75,1080.0,49405.38,0.0,49405.38,41075.38,8330.0,None,2024-07-29
M-1383,Hogan Lovells,Associate,52.25,495.0,25862.34,0.0,25862.34,30126.97,-4264.63,None,2024-07-20
M-1391,Allen & Overy,Associate,50.46,540.0,27249.4,0.0,27249.4,29474.33,-2224.92,None,2025-12-23
M-3678,Allen & Overy,Associate,9.53,540.0,5143.51,1028.7,4114.81,5110.5,33.01,Travel Billing,2025-04-07
M-1776,Hogan Lovells,Associate,60.32,495.0,29858.7,5971.74,23886.96,33747.7,-3889.0,Travel Billing,2025-07-16
M-2445,Allen & Overy,Associate,47.42,540.0,25607.46,3841.12,21766.34,30525.29,-4917.83,Excess Research,2025-09-13
M-2450,White & Case,Partner,37.65,1035.0,38968.2,5845.23,33122.97,35100.83,3867.37,Excess Research,2024-06-29
M-2451,Freshfields,Partner,44.21,1125.0,49741.87,0.0,49741.87,52012.17,-2270.31,None,2024-07-17
M-2107,Linklaters,Partner,45.19,1080.0,48803.95,9760.79,39043.16,54776.97,-5973.01,Travel Billing,2025-07-16
M-3992,Latham & Watkins,Partner,51.11,1215.0,62102.61,9315.39,52787.22,64938.09,-2835.47,Excess Research,2024-06-01
M-1537,Freshfields,Partner,41.15,1125.0,46288.6,0.0,46288.6,40571.28,5717.32,None,2025-10-26
M-3864,Latham & Watkins,Associate,42.3,607.5,25697.52,3854.63,21842.89,26255.54,-558.02,Excess Research,2024-06-15
M-2388,Allen & Overy,Partner,48.88,1080.0,52787.06,7918.06,44869.0,43509.81,9277.26,Excess Research,2024-06-01
M-2626,Baker & McKenzie,Associate,38.91,450.0,17507.53,0.0,17507.53,19121.73,-1614.2,None,2025-08-09
M-3555,Freshfields,Associate,40.63,562.5,22855.0,3428.25,19426.75,23282.4,-427.4,Excess Research,2024-09-02
M-3180,Skadden,Partner,50.57,1260.0,63715.27,0.0,63715.27,63098.6,616.68,None,2024-05-24
M-3038,Baker & McKenzie,Associate,22.96,450.0,10331.27,0.0,10331.27,10856.26,-524.99,None,2025-08-14
M-1809,Freshfields,Partner,56.35,1125.0,63394.55,0.0,63394.55,68371.32,-4976.77,None,2025-05-24
M-1860,Baker & McKenzie,Associate,48.11,450.0,21651.38,0.0,21651.38,23640.95,-1989.57,None,2025-11-01
M-2799,Clifford Chance,Partner,29.19,1170.0,34153.83,5123.07,29030.75,39036.47,-4882.64,Excess Research,2025-11-13
M-1855,Skadden,Associate,18.77,630.0,11828.05,0.0,11828.05,11386.44,441.61,None,2024-08-28
M-1539,DLA Piper,Associate,66.88,472.5,31602.98,6320.6,25282.38,28278.29,3324.68,Travel Billing,2025-02-02
M-1197,Latham & Watkins,Partner,48.35,1215.0,58751.12,0.0,58751.12,59159.58,-408.46,None,2025-12-26
M-1174,Clifford Chance,Partner,38.41,1170.0,44942.69,0.0,44942.69,51620.41,-6677.72,None,2026-03-06
M-2787,Freshfields,Partner,30.83,1125.0,34684.67,5202.7,29481.97,36235.56,-1550.9,Excess Research,2025-04-27
M-3764,Hogan Lovells,Partner,54.15,990.0,53605.44,10721.09,42884.35,52322.61,1282.82,Travel Billing,2024-05-06
M-2327,Skadden,Associate,14.18,630.0,8932.9,0.0,8932.9,8515.48,417.43,None,2024-11-02
M-2761,Latham & Watkins,Partner,23.73,1215.0,28831.99,0.0,28831.99,33945.21,-5113.23,None,2024-09-24
M-3433,Linklaters,Associate,47.74,540.0,25781.59,0.0,25781.59,25123.58,658.01,None,2026-01-01
M-3813,DLA Piper,Associate,39.3,472.5,18568.7,2785.31,15783.4,17312.62,1256.08,Excess Research,2025-10-17
M-2812,Linklaters,Partner,37.54,1080.0,40545.14,8109.03,32436.11,34634.08,5911.06,Travel Billing,2025-08-13
M-1138,Latham & Watkins,Associate,42.27,607.5,25677.13,3851.57,21825.56,25989.59,-312.46,Excess Research,2026-02-05
M-2194,White & Case,Associate,37.39,517.5,19348.25,3869.65,15478.6,21877.0,-2528.75,Travel Billing,2025-05-03
M-1863,Skadden,Partner,77.35,1260.0,97463.43,14619.51,82843.92,104526.6,-7063.17,Excess Research,2024-10-19
M-3937,Freshfields,Partner,48.84,1125.0,54940.54,0.0,54940.54,55961.28,-1020.74,None,2026-01-05
M-1952,Freshfields,Partner,24.64,1125.0,27719.52,5543.9,22175.61,27979.1,-259.58,Travel Billing,2026-02-12
M-2759,Latham & Watkins,Partner,20.83,1215.0,25307.65,5061.53,20246.12,30028.07,-4720.41,Travel Billing,2024-09-03
M-1963,Latham & Watkins,Associate,35.59,607.5,21622.05,3243.31,18378.74,24419.83,-2797.78,Excess Research,2024-10-11
M-2868,Hogan Lovells,Partner,39.29,990.0,38896.99,0.0,38896.99,42553.72,-3656.72,None,2025-12-28
M-3510,Latham & Watkins,Associate,40.11,607.5,24367.95,0.0,24367.95,20976.63,3391.33,None,2024-05-28
M-3288,Linklaters,Partner,47.94,1080.0,51771.27,7765.69,44005.58,44251.08,7520.19,Excess Research,2025-08-17
M-3474,Clifford Chance,Partner,50.5,1170.0,59089.37,0.0,59089.37,62571.76,-3482.38,None,2025-06-24
M-3111,DLA Piper,Associate,45.76,472.5,21623.51,4324.7,17298.81,23060.57,-1437.07,Travel Billing,2025-03-03
M-3020,DLA Piper,Partner,39.83,945.0,37641.54,0.0,37641.54,31011.85,6629.7,None,2025-05-30
M-3070,Baker & McKenzie,Partner,56.18,900.0,50564.19,7584.63,42979.56,45009.61,5554.58,Excess Research,2025-11-29
M-2675,Latham & Watkins,Associate,18.97,607.5,11522.28,2304.46,9217.82,10948.29,573.99,Travel Billing,2024-08-08
M-3141,DLA Piper,Partner,60.49,945.0,57165.56,11433.11,45732.45,49917.04,7248.52,Travel Billing,2025-06-01
M-2346,Freshfields,Partner,33.35,1125.0,37514.46,7502.89,30011.57,35932.45,1582.01,Travel Billing,2025-11-11
M-1545,Freshfields,Associate,28.96,562.5,16291.35,3258.27,13033.08,16118.78,172.57,Travel Billing,2024-08-17
M-3040,Baker & McKenzie,Associate,41.67,450.0,18749.86,0.0,18749.86,20056.06,-1306.19,None,2025-07-17
M-3593,DLA Piper,Associate,62.33,472.5,29448.75,5889.75,23559.0,26207.02,3241.73,Travel Billing,2024-09-30
M-2327,Linklaters,Associate,30.09,540.0,16248.52,0.0,16248.52,13310.23,2938.29,None,2026-01-24
M-2779,Allen & Overy,Associate,40.7,540.0,21979.27,0.0,21979.27,21866.53,112.74,None,2024-04-20
M-1947,Allen & Overy,Associate,40.46,540.0,21848.92,4369.78,17479.14,18301.38,3547.54,Travel Billing,2024-09-16
M-3515,Latham & Watkins,Partner,47.94,1215.0,58248.87,0.0,58248.87,68253.28,-10004.41,None,2024-12-10
M-2250,Hogan Lovells,Associate,32.87,495.0,16270.19,0.0,16270.19,17021.74,-751.55,None,2025-08-27
M-1343,Skadden,Associate,21.41,630.0,13491.42,2698.28,10793.14,16093.82,-2602.4,Travel Billing,2025-04-17
M-3902,Freshfields,Partner,31.18,1125.0,35075.78,0.0,35075.78,40926.69,-5850.91,None,2025-05-30
M-1280,Linklaters,Partner,29.85,1080.0,32242.23,6448.45,25793.78,35793.46,-3551.23,Travel Billing,2024-04-13
M-1235,Skadden,Associate,41.16,630.0,25930.48,0.0,25930.48,28091.27,-2160.79,None,2025-03-31
M-1732,Linklaters,Associate,18.03,540.0,9736.61,1947.32,7789.29,10304.05,-567.44,Travel Billing,2025-03-09
M-3396,White & Case,Associate,75.74,517.5,39195.44,5879.32,33316.12,33783.11,5412.33,Excess Research,2025-05-09
M-2788,White & Case,Partner,43.62,1035.0,45145.5,0.0,45145.5,53982.43,-8836.94,None,2025-01-24
M-3915,Freshfields,Associate,33.21,562.5,18683.03,2802.45,15880.57,21391.22,-2708.19,Excess Research,2024-07-31
M-2575,Clifford Chance,Partner,23.92,1170.0,27989.41,0.0,27989.41,26265.94,1723.48,None,2025-09-10
M-3913,Baker & McKenzie,Partner,35.22,900.0,31695.6,4754.34,26941.26,28513.29,3182.32,Excess Research,2025-05-12
M-2305,Allen & Overy,Partner,56.37,1080.0,60878.2,0.0,60878.2,72563.15,-11684.95,None,2024-09-23
M-3740,Skadden,Partner,50.11,1260.0,63135.29,0.0,63135.29,71049.96,-7914.67,None,2025-02-01
M-2748,Clifford Chance,Associate,36.52,585.0,21364.02,4272.8,17091.22,24704.65,-3340.62,Travel Billing,2024-09-19
M-2981,Linklaters,Partner,38.93,1080.0,42044.55,6306.68,35737.87,42587.41,-542.86,Excess Research,2025-04-27
M-2489,Hogan Lovells,Associate,53.63,495.0,26546.21,0.0,26546.21,24403.1,2143.11,None,2026-02-26
M-3224,Baker & McKenzie,Associate,57.16,450.0,25719.94,3857.99,21861.95,23681.95,2037.99,Excess Research,2024-12-15
M-3375,DLA Piper,Partner,36.15,945.0,34160.24,6832.05,27328.2,38942.79,-4782.55,Travel Billing,2025-01-11
M-1943,Linklaters,Partner,32.35,1080.0,34939.25,5240.89,29698.37,38502.99,-3563.73,Excess Research,2024-06-16
M-1692,Clifford Chance,Partner,30.13,1170.0,35250.9,0.0,35250.9,38898.35,-3647.45,None,2024-12-16
M-2621,Linklaters,Associate,45.72,540.0,24691.42,3703.71,20987.7,20885.02,3806.4,Excess Research,2025-04-16
M-2686,Skadden,Partner,33.44,1260.0,42139.11,6320.87,35818.25,42612.19,-473.08,Excess Research,2026-01-30
M-1818,Latham & Watkins,Associate,21.77,607.5,13224.95,2644.99,10579.96,15105.2,-1880.26,Travel Billing,2024-12-03
M-1925,Hogan Lovells,Associate,35.83,495.0,17735.08,2660.26,15074.82,20164.88,-2429.8,Excess Research,2024-12-19
M-1549,Freshfields,Partner,32.65,1125.0,36733.58,7346.72,29386.87,43010.68,-6277.1,Travel Billing,2024-07-24
M-1904,Latham & Watkins,Associate,32.86,607.5,19962.15,3992.43,15969.72,19745.51,216.65,Travel Billing,2024-03-31
M-2483,Skadden,Associate,18.45,630.0,11622.59,0.0,11622.59,11897.42,-274.83,None,2025-06-30
M-1236,Freshfields,Partner,25.78,1125.0,29005.69,5801.14,23204.55,26309.52,2696.17,Travel Billing,2025-10-04
M-2297,Linklaters,Partner,60.41,1080.0,65237.79,9785.67,55452.12,61855.75,3382.04,Excess Research,2025-09-25
M-1298,DLA Piper,Partner,44.96,945.0,42490.98,8498.2,33992.78,43800.55,-1309.57,Travel Billing,2024-09-21
M-3209,Latham & Watkins,Associate,56.08,607.5,34066.95,5110.04,28956.91,39374.33,-5307.37,Excess Research,2024-03-12
M-1440,Latham & Watkins,Partner,39.78,1215.0,48330.54,9666.11,38664.43,44557.83,3772.7,Travel Billing,2025-02-25
M-3266,Latham & Watkins,Associate,49.03,607.5,29786.31,5957.26,23829.05,32752.33,-2966.02,Travel Billing,2025-09-18
M-1985,Latham & Watkins,Associate,40.06,607.5,24339.32,3650.9,20688.42,25928.52,-1589.21,Excess Research,2025-06-29
M-3529,Linklaters,Partner,25.44,1080.0,27474.21,5494.84,21979.37,26029.25,1444.96,Travel Billing,2025-08-25
M-2280,DLA Piper,Associate,47.52,472.5,22452.08,4490.42,17961.66,19177.09,3274.99,Travel Billing,2026-01-15
M-3013,DLA Piper,Partner,43.4,945.0,41015.9,0.0,41015.9,46037.21,-5021.31,None,2025-09-25
M-3475,Freshfields,Associate,39.69,562.5,22323.27,3348.49,18974.78,18674.02,3649.25,Excess Research,2026-02-24
M-1832,Clifford Chance,Associate,30.42,585.0,17793.61,3558.72,14234.89,15354.13,2439.48,Travel Billing,2024-03-21
M-3296,Latham & Watkins,Partner,17.35,1215.0,21076.86,4215.37,16861.49,22517.62,-1440.76,Travel Billing,2024-06-19
M-1351,Hogan Lovells,Associate,12.9,495.0,6383.3,1276.66,5106.64,6678.7,-295.4,Travel Billing,2025-03-11
M-2106,Baker & McKenzie,Associate,26.61,450.0,11972.48,0.0,11972.48,13853.72,-1881.25,None,2025-02-22
M-3811,Baker & McKenzie,Associate,47.57,450.0,21406.77,0.0,21406.77,17559.67,3847.1,None,2026-01-01
M-1082,Freshfields,Associate,53.18,562.5,29912.36,4486.85,25425.51,35564.37,-5652.01,Excess Research,2025-09-23
M-3086,Latham & Watkins,Partner,46.71,1215.0,56751.71,8512.76,48238.95,46791.46,9960.24,Excess Research,2024-03-15
M-1815,Baker & McKenzie,Partner,41.85,900.0,37664.26,7532.85,30131.4,33921.57,3742.69,Travel Billing,2024-10-05
M-3541,Baker & McKenzie,Partner,56.4,900.0,50762.16,10152.43,40609.73,59076.88,-8314.72,Travel Billing,2024-09-21
M-3380,DLA Piper,Partner,46.52,945.0,43961.52,6594.23,37367.29,52553.93,-8592.42,Excess Research,2026-02-22
M-3825,White & Case,Associate,51.08,517.5,26434.27,3965.14,22469.13,29609.47,-3175.19,Excess Research,2025-09-22
M-1181,White & Case,Partner,36.23,1035.0,37495.87,5624.38,31871.49,38187.54,-691.67,Excess Research,2025-08-28
M-1732,Hogan Lovells,Partner,35.46,990.0,35107.58,7021.52,28086.06,34922.35,185.23,Travel Billing,2024-12-30
M-1009,DLA Piper,Partner,27.94,945.0,26403.87,5280.77,21123.1,31063.16,-4659.29,Travel Billing,2025-10-23
M-1483,Linklaters,Partner,51.26,1080.0,55363.28,0.0,55363.28,59370.07,-4006.8,None,2025-03-20
M-3708,DLA Piper,Partner,51.62,945.0,48777.22,0.0,48777.22,46204.79,2572.43,None,2025-10-05
M-1145,Linklaters,Partner,66.61,1080.0,71941.94,14388.39,57553.55,69869.23,2072.71,Travel Billing,2026-02-21
M-3437,DLA Piper,Partner,33.11,945.0,31292.88,0.0,31292.88,26140.17,5152.7,None,2025-12-17
M-2810,Skadden,Associate,6.07,630.0,3821.63,0.0,3821.63,3778.32,43.31,None,2025-09-23
M-1612,Baker & McKenzie,Partner,54.18,900.0,48761.79,9752.36,39009.43,57024.84,-8263.05,Travel Billing,2024-12-02
M-2871,Latham & Watkins,Associate,31.8,607.5,19316.35,3863.27,15453.08,16364.13,2952.22,Travel Billing,2024-08-01
M-3738,Hogan Lovells,Associate,27.48,495.0,13603.19,0.0,13603.19,16213.02,-2609.83,None,2026-01-08
M-2327,Allen & Overy,Associate,45.52,540.0,24582.55,4916.51,19666.04,26905.05,-2322.5,Travel Billing,2024-08-10
M-2046,Latham & Watkins,Associate,64.83,607.5,39387.17,0.0,39387.17,41501.55,-2114.38,None,2024-10-17
M-1362,Allen & Overy,Partner,42.26,1080.0,45640.01,9128.0,36512.01,50110.67,-4470.65,Travel Billing,2025-01-21
M-3704,Linklaters,Associate,25.65,540.0,13853.55,2770.71,11082.84,11507.93,2345.62,Travel Billing,2024-12-07
M-2841,Hogan Lovells,Associate,5.0,495.0,2475.0,371.25,2103.75,2606.46,-131.46,Excess Research,2024-10-25
M-3701,Skadden,Partner,63.58,1260.0,80106.74,0.0,80106.74,71498.2,8608.54,None,2025-09-01
M-1927,Latham & Watkins,Partner,41.77,1215.0,50746.05,10149.21,40596.84,47582.1,3163.95,Travel Billing,2024-06-05
