request_id,matter_id,request_type,priority,automation_used,review_time_days,sla_target_days,sla_met
R-2482,M-1111,Employment Issue,Medium,Yes,1,5,True
R-2483,M-1307,Employment Issue,Low,Yes,1,7,True
R-2484,M-3410,Employment Issue,High,Yes,3,7,True
R-2485,M-3249,Employment Issue,Medium,Yes,6,5,False
R-2486,M-2700,NDA,Low,Yes,5,7,True
R-2487,M-1715,Vendor Contract,Low,Yes,3,3,True
R-2488,M-1949,Employment Issue,Medium,No,5,5,True
R-2489,M-3904,Employment Issue,High,No,10,5,False
R-2490,M-2672,Employment Issue,Medium,Yes,7,3,False
R-2491,M-3744,Regulatory Review,High,No,10,7,False
R-2492,M-2686,NDA,High,Yes,1,7,True
R-2493,M-2988,NDA,Low,No,10,7,False
R-2494,M-2230,Vendor Contract,Low,Yes,1,5,True
R-2495,M-3088,Employment Issue,High,No,2,5,True
R-2496,M-2623,Vendor Contract,Low,No,2,3,True
R-2497,M-3747,NDA,High,Yes,7,5,False
R-2498,M-3209,Regulatory Review,Medium,Yes,7,3,False
R-2499,M-2417,Regulatory Review,Low,Yes,1,5,True
R-2500,M-1046,Vendor Contract,High,No,10,7,False
R-2501,M-2234,Vendor Contract,Low,No,5,5,True
R-2502,M-2744,Regulatory Review,Medium,No,10,7,False
R-2503,M-2227,Vendor Contract,Low,No,5,7,True
R-2504,M-2313,NDA,Medium,No,2,7,True
R-2505,M-1972,Employment Issue,Low,Yes,1,3,True
R-2506,M-3555,Regulatory Review,Medium,No,10,7,False
R-2507,M-2084,Regulatory Review,Medium,Yes,1,7,True
R-2508,M-1233,Employment Issue,Low,Yes,1,7,True
R-2509,M-3946,Vendor Contract,Low,No,10,3,False
R-2510,M-3786,NDA,Low,No,5,7,True
R-2511,M-3150,Vendor Contract,Low,Yes,3,3,True
R-2512,M-1103,Vendor Contract,Medium,Yes,1,5,True
R-2513,M-2286,NDA,High,No,2,3,True
R-2514,M-1535,NDA,Low,Yes,1,3,True
R-2515,M-2000,Regulatory Review,Low,No,10,7,False
R-2516,M-3673,Employment Issue,High,No,2,7,True
R-2517,M-3379,Vendor Contract,High,No,10,7,False
R-2518,M-3543,Regulatory Review,Medium,No,10,3,False
R-2519,M-3265,Employment Issue,Medium,Yes,2,5,True
R-2520,M-1214,Employment Issue,Medium,Yes,1,3,True
R-2521,M-3989,Employment Issue,High,No,2,5,True
R-2522,M-3588,Employment Issue,Medium,Yes,2,7,True
R-2523,M-2767,Employment Issue,Low,No,10,3,False
R-2524,M-1502,Regulatory Review,Medium,Yes,3,3,True
R-2525,M-1273,Employment Issue,Low,No,5,5,True
R-2526,M-1372,Vendor Contract,Low,Yes,5,3,False
R-2527,M-1295,Vendor Contract,Low,No,2,5,True
R-2528,M-3049,NDA,Low,No,2,5,True
R-2529,M-2186,Employment Issue,Low,Yes,7,5,False
R-2530,M-3534,NDA,High,Yes,1,3,True
R-2531,M-3246,NDA,Low,Yes,7,3,False
R-2532,M-1617,NDA,High,No,10,7,False
R-2533,M-2965,Employment Issue,High,No,5,5,True
R-2534,M-1184,Regulatory Review,Medium,No,2,5,True
R-2535,M-2347,Regulatory Review,Medium,No,10,7,False
R-2536,M-3882,Employment Issue,Low,No,2,5,True
R-2537,M-3553,Vendor Contract,Low,Yes,3,5,True
R-2538,M-3807,Regulatory Review,Low,Yes,6,5,False
R-2539,M-1227,Vendor Contract,Low,Yes,1,7,True
R-2540,M-3834,Regulatory Review,Low,No,10,3,False
R-2541,M-2351,Vendor Contract,High,Yes,1,3,True
R-2542,M-1122,Regulatory Review,Medium,Yes,1,5,True
R-2543,M-1344,Employment Issue,Low,Yes,6,5,False
R-2544,M-2399,Employment Issue,Medium,Yes,6,5,False
R-2545,M-1344,Vendor Contract,Low,Yes,3,3,True
R-2546,M-2167,Vendor Contract,Low,Yes,1,3,True
R-2547,M-2913,Vendor Contract,Low,Yes,3,3,True
R-2548,M-2802,Employment Issue,Medium,Yes,6,5,False
R-2549,M-2134,Regulatory Review,High,Yes,1,5,True
R-2550,M-1084,Regulatory Review,Low,Yes,1,7,True
R-2551,M-3875,Employment Issue,High,Yes,1,7,True
R-2552,M-2844,NDA,Low,Yes,3,3,True
R-2553,M-2482,Regulatory Review,Low,Yes,1,3,True
R-2554,M-2691,Vendor Contract,High,No,5,3,False
R-2555,M-1414,Regulatory Review,High,Yes,7,7,True
R-2556,M-3312,Employment Issue,Low,No,2,5,True
R-2557,M-2899,Employment Issue,High,No,5,7,True
R-2558,M-1032,Employment Issue,Low,No,10,7,False
R-2559,M-2225,Regulatory Review,Low,No,2,3,True
R-2560,M-2147,Vendor Contract,Low,No,5,7,True
R-2561,M-3872,Vendor Contract,Low,Yes,7,5,False
R-2562,M-1672,Vendor Contract,Medium,Yes,1,5,True
R-2563,M-2096,Employment Issue,Low,No,2,3,True
R-2564,M-3438,NDA,Low,Yes,7,5,False
R-2565,M-1443,NDA,Low,No,5,7,True
R-2566,M-3110,Vendor Contract,Low,Yes,1,3,True
R-2567,M-1868,Employment Issue,Medium,No,2,3,True
R-2568,M-2318,Employment Issue,Low,Yes,6,7,True
R-2569,M-1700,NDA,High,No,2,7,True
R-2570,M-3691,Vendor Contract,Medium,Yes,2,5,True
R-2571,M-3551,Vendor Contract,Medium,Yes,3,5,True
R-2572,M-1478,Vendor Contract,High,Yes,2,3,True
R-2573,M-2616,Regulatory Review,High,No,10,5,False
R-2574,M-2365,Vendor Contract,Medium,No,10,3,False
R-2575,M-2222,Employment Issue,Low,No,2,7,True
R-2576,M-1082,Vendor Contract,Low,Yes,1,5,True
R-2577,M-3222,Regulatory Review,High,No,10,3,False
R-2578,M-1497,Employment Issue,High,No,5,3,False
R-2579,M-1101,Employment Issue,Low,Yes,3,5,True
R-2580,M-2195,Vendor Contract,Medium,No,2,3,True
R-2581,M-2520,Vendor Contract,High,No,2,7,True
R-2582,M-3893,Vendor Contract,High,No,10,5,False
R-2583,M-3893,NDA,Low,Yes,1,7,True
R-2584,M-3568,Vendor Contract,Medium,No,2,3,True
R-2585,M-1645,Vendor Contract,Medium,Yes,1,7,True
R-2586,M-1985,Vendor Contract,Medium,Yes,6,3,False
R-2587,M-3934,Regulatory Review,Low,Yes,1,7,True
R-2588,M-2028,Employment Issue,High,Yes,3,5,True
R-2589,M-3081,Vendor Contract,Low,Yes,5,5,True
R-2590,M-1809,NDA,High,Yes,3,7,True
R-2591,M-2070,Vendor Contract,Medium,No,10,3,False
R-2592,M-3648,NDA,Medium,Yes,1,7,True
R-2593,M-3999,Employment Issue,Medium,Yes,3,5,True
R-2594,M-2266,Employment Issue,High,No,2,7,True
R-2595,M-3005,Vendor Contract,Low,Yes,2,5,True
R-2596,M-1763,Vendor Contract,High,Yes,2,5,True
R-2597,M-2270,Employment Issue,Medium,No,10,3,False
R-2598,M-1423,NDA,High,Yes,6,3,False
R-2599,M-1699,NDA,High,Yes,1,5,True
R-2600,M-2976,Employment Issue,High,No,10,3,False
R-2601,M-3622,Employment Issue,Medium,No,5,5,True
R-2602,M-2220,NDA,Medium,Yes,5,7,True
R-2603,M-1483,Vendor Contract,Low,No,5,7,True
R-2604,M-2721,NDA,Medium,No,2,3,True
R-2605,M-2176,Vendor Contract,Medium,Yes,7,7,True
R-2606,M-2550,Regulatory Review,High,No,5,3,False
R-2607,M-1611,NDA,Low,No,2,7,True
R-2608,M-1304,Employment Issue,Medium,Yes,1,7,True
R-2609,M-3408,NDA,Low,No,5,7,True
R-2610,M-3358,Employment Issue,Low,No,5,5,True
R-2611,M-2270,Vendor Contract,Medium,Yes,3,3,True
R-2612,M-1456,Regulatory Review,Medium,Yes,2,3,True
R-2613,M-1298,NDA,Medium,Yes,1,7,True
R-2614,M-1969,Vendor Contract,Medium,Yes,5,3,False
R-2615,M-2646,Regulatory Review,Low,Yes,5,3,False
R-2616,M-1893,Employment Issue,Medium,No,2,3,True
R-2617,M-2177,NDA,Medium,No,5,3,False
R-2618,M-2800,Regulatory Review,Low,No,2,5,True
R-2619,M-3132,Regulatory Review,Low,No,10,7,False
R-2620,M-1832,Regulatory Review,Medium,No,5,5,True
R-2621,M-3285,Employment Issue,Medium,Yes,3,7,True
R-2622,M-2800,Vendor Contract,High,Yes,1,5,True
R-2623,M-2610,Employment Issue,Medium,Yes,1,3,True
R-2624,M-2482,Vendor Contract,High,Yes,7,5,False
R-2625,M-1349,Vendor Contract,Medium,Yes,1,3,True
R-2626,M-2258,NDA,Low,No,2,5,True
R-2627,M-3365,Employment Issue,Medium,Yes,3,3,True
R-2628,M-2423,NDA,Medium,Yes,3,3,True
R-2629,M-1822,Employment Issue,Low,No,10,7,False
R-2630,M-2798,Regulatory Review,High,No,5,5,True
R-2631,M-1598,Vendor Contract,Low,Yes,1,7,True
R-2632,M-2867,Employment Issue,Medium,No,10,7,False
R-2633,M-1961,Employment Issue,Medium,No,10,3,False
R-2634,M-3396,Vendor Contract,High,Yes,1,3,True
R-2635,M-2214,NDA,High,No,2,3,True
R-2636,M-1356,Vendor Contract,High,No,2,5,True
R-2637,M-2275,Regulatory Review,High,No,2,7,True
R-2638,M-2726,Employment Issue,High,No,5,7,True
R-2639,M-1538,Employment Issue,High,No,10,3,False
R-2640,M-1339,Employment Issue,High,Yes,7,5,False
R-2641,M-1446,Regulatory Review,Medium,No,10,7,False
R-2642,M-2218,Vendor Contract,High,No,2,5,True
R-2643,M-1837,Employment Issue,Low,No,10,5,False
R-2644,M-3906,Vendor Contract,Medium,Yes,3,3,True
R-2645,M-3023,Regulatory Review,Low,No,5,5,True
R-2646,M-1502,Employment Issue,Medium,Yes,7,5,False
R-2647,M-1290,Regulatory Review,High,No,10,5,False
R-2648,M-3558,Vendor Contract,Low,Yes,5,5,True
R-2649,M-2431,Regulatory Review,High,Yes,2,3,True
R-2650,M-2991,Vendor Contract,Medium,No,5,7,True
R-2651,M-1058,Employment Issue,Low,Yes,3,3,True
R-2652,M-1929,Regulatory Review,High,Yes,7,7,True
R-2653,M-2940,Employment Issue,Low,Yes,2,3,True
R-2654,M-3159,Vendor Contract,High,Yes,1,3,True
R-2655,M-2779,Vendor Contract,Medium,Yes,1,3,True
R-2656,M-1723,Vendor Contract,High,Yes,1,5,True
R-2657,M-2835,Regulatory Review,Medium,No,10,3,False
R-2658,M-2303,Regulatory Review,Low,Yes,6,5,False
R-2659,M-2141,Regulatory Review,Medium,Yes,1,3,True
R-2660,M-2864,NDA,High,Yes,3,3,True
R-2661,M-1701,Vendor Contract,Low,Yes,3,5,True
R-2662,M-2498,Employment Issue,High,No,10,7,False
R-2663,M-2869,Regulatory Review,Low,Yes,1,7,True
R-2664,M-1272,Vendor Contract,Low,No,5,7,True
R-2665,M-3036,Regulatory Review,Medium,No,10,5,False
R-2666,M-1288,Vendor Contract,Medium,Yes,6,7,True
R-2667,M-3967,Employment Issue,Medium,Yes,1,7,True
R-2668,M-3600,Regulatory Review,Medium,No,2,7,True
R-2669,M-1964,Regulatory Review,Medium,No,2,7,True
R-2670,M-3425,Regulatory Review,High,No,5,3,False
R-2671,M-3514,NDA,Medium,No,10,5,False
R-2672,M-3517,NDA,High,No,10,3,False
R-2673,M-2859,NDA,High,No,2,5,True
R-2674,M-2587,Regulatory Review,Medium,Yes,3,5,True
R-2675,M-2530,Vendor Contract,Low,Yes,1,5,True
R-2676,M-2352,Employment Issue,High,Yes,2,5,True
R-2677,M-2993,NDA,Medium,Yes,3,5,True
R-2678,M-1101,Employment Issue,Medium,Yes,5,5,True
R-2679,M-1681,NDA,Medium,Yes,1,5,True
R-2680,M-2806,NDA,Medium,Yes,3,5,True
R-2681,M-2123,Regulatory Review,High,No,5,3,False
R-2682,M-2412,Regulatory Review,Medium,Yes,1,3,True
R-2683,M-3681,Regulatory Review,High,Yes,6,3,False
R-2684,M-3832,NDA,Low,No,5,5,True
R-2685,M-2464,NDA,Low,Yes,2,7,True
R-2686,M-3532,NDA,Low,Yes,2,3,True
R-2687,M-2732,Vendor Contract,Low,No,10,3,False
R-2688,M-3087,Regulatory Review,Low,No,10,7,False
R-2689,M-2366,Vendor Contract,Low,No,5,5,True
R-2690,M-1474,Vendor Contract,High,No,5,5,True
R-2691,M-1000,NDA,Low,No,10,5,False
R-2692,M-1492,Regulatory Review,Low,Yes,1,5,True
R-2693,M-2628,Vendor Contract,Medium,No,5,7,True
R-2694,M-1774,Vendor Contract,Medium,No,5,7,True
R-2695,M-1176,Vendor Contract,High,No,5,3,False
R-2696,M-2874,NDA,High,No,5,7,True
R-2697,M-2011,Employment Issue,Medium,Yes,3,5,True
R-2698,M-2611,Vendor Contract,High,No,5,3,False
R-2699,M-3277,Employment Issue,Low,Yes,1,7,True
R-2700,M-3557,NDA,High,Yes,7,5,False
R-2701,M-1269,NDA,Low,Yes,1,7,True
R-2702,M-3168,NDA,Low,Yes,3,3,True
R-2703,M-1402,Vendor Contract,Low,No,5,5,True
R-2704,M-1194,Vendor Contract,Medium,Yes,7,3,False
R-2705,M-1312,Employment Issue,High,No,10,7,False
R-2706,M-2248,Regulatory Review,High,No,2,7,True
R-2707,M-3810,Employment Issue,Medium,No,10,5,False
R-2708,M-1548,Regulatory Review,High,Yes,2,7,True
R-2709,M-3541,NDA,Medium,No,2,5,True
R-2710,M-1076,Employment Issue,High,Yes,1,7,True
R-2711,M-3863,Vendor Contract,Low,Yes,3,7,True
R-2712,M-1040,Regulatory Review,Low,No,2,7,True
R-2713,M-1443,NDA,High,No,2,5,True
R-2714,M-2111,Vendor Contract,Low,Yes,1,5,True
R-2715,M-1037,Vendor Contract,Medium,Yes,1,3,True
R-2716,M-1643,NDA,Medium,No,5,7,True
R-2717,M-3940,Employment Issue,Medium,No,10,5,False
R-2718,M-2067,NDA,High,No,10,5,False
R-2719,M-2853,Employment Issue,Low,No,2,5,True
R-2720,M-2241,Vendor Contract,High,No,10,3,False
R-2721,M-1985,Regulatory Review,Low,No,5,5,True
R-2722,M-3088,NDA,Low,Yes,1,5,True
R-2723,M-1808,NDA,High,Yes,6,3,False
R-2724,M-2081,Vendor Contract,Medium,Yes,6,3,False
R-2725,M-3820,Vendor Contract,Low,No,10,3,False
R-2726,M-1284,Regulatory Review,High,No,5,5,True
R-2727,M-1104,Regulatory Review,Medium,No,10,7,False
R-2728,M-2556,Employment Issue,High,No,2,7,True
R-2729,M-2721,Employment Issue,Medium,No,5,5,True
R-2730,M-3841,NDA,Medium,Yes,1,3,True
R-2731,M-3135,NDA,Medium,Yes,3,3,True
R-2732,M-1800,NDA,Medium,No,5,3,False
R-2733,M-1539,Regulatory Review,Medium,Yes,3,3,True
R-2734,M-2175,NDA,Low,Yes,3,3,True
R-2735,M-3974,Regulatory Review,High,No,2,3,True
R-2736,M-2349,Regulatory Review,Low,Yes,7,5,False
R-2737,M-3797,Employment Issue,High,Yes,2,3,True
R-2738,M-3745,Vendor Contract,Medium,No,2,5,True
R-2739,M-2430,Regulatory Review,Low,No,5,3,False
R-2740,M-1590,Regulatory Review,Medium,Yes,3,7,True
R-2741,M-3031,Regulatory Review,Medium,Yes,1,5,True
R-2742,M-3414,Regulatory Review,Medium,No,2,3,True
R-2743,M-1242,NDA,High,No,5,3,False
R-2744,M-2569,Vendor Contract,Medium,No,10,7,False
R-2745,M-1532,NDA,High,Yes,1,3,True
R-2746,M-3033,Regulatory Review,Medium,No,5,7,True
R-2747,M-1627,Vendor Contract,High,No,5,3,False
R-2748,M-1308,Vendor Contract,High,No,5,3,False
R-2749,M-2177,Employment Issue,Low,Yes,1,5,True
R-2750,M-3877,Regulatory Review,Low,Yes,1,7,True
R-2751,M-2475,Employment Issue,High,No,2,3,True
R-2752,M-3468,Vendor Contract,High,Yes,5,3,False
R-2753,M-3501,Employment Issue,Low,No,5,3,False
R-2754,M-1420,Regulatory Review,Low,Yes,7,5,False
R-2755,M-1441,Employment Issue,Low,No,2,5,True
R-2756,M-1644,Vendor Contract,Medium,Yes,1,5,True
R-2757,M-1732,NDA,Medium,Yes,5,7,True
R-2758,M-2509,Regulatory Review,Low,No,5,3,False
R-2759,M-1908,Vendor Contract,Medium,No,2,5,True
R-2760,M-1331,Employment Issue,High,No,10,3,False
R-2761,M-3905,NDA,High,No,5,7,True
R-2762,M-3257,NDA,Medium,No,10,7,False
R-2763,M-3994,Regulatory Review,High,Yes,5,3,False
R-2764,M-3558,Regulatory Review,Medium,Yes,1,5,True
R-2765,M-3697,NDA,Low,No,10,5,False
R-2766,M-1364,Employment Issue,Medium,No,10,7,False
R-2767,M-1647,Employment Issue,Low,No,2,7,True
R-2768,M-2575,Vendor Contract,Low,Yes,7,3,False
R-2769,M-1577,Regulatory Review,High,No,5,7,True
R-2770,M-3214,Employment Issue,Low,No,10,5,False
R-2771,M-1002,Vendor Contract,Low,No,2,5,True
R-2772,M-2666,Employment Issue,Low,No,5,7,True
R-2773,M-2294,Vendor Contract,Medium,No,5,7,True
R-2774,M-2187,Vendor Contract,High,No,5,7,True
R-2775,M-1368,Employment Issue,High,No,5,7,True
R-2776,M-2780,Employment Issue,High,Yes,1,7,True
R-2777,M-3326,Regulatory Review,Medium,No,2,3,True
R-2778,M-2677,Vendor Contract,Low,No,5,3,False
R-2779,M-1263,NDA,Medium,No,5,3,False
R-2780,M-2318,NDA,Medium,Yes,5,3,False
R-2781,M-2891,Regulatory Review,Low,No,10,5,False
R-2782,M-2829,Employment Issue,Medium,Yes,5,7,True
R-2783,M-1545,Employment Issue,Medium,Yes,1,3,True
R-2784,M-3373,NDA,High,No,5,5,True
R-2785,M-3324,NDA,Medium,No,5,7,True
R-2786,M-2779,Regulatory Review,Medium,No,10,5,False
R-2787,M-3596,Regulatory Review,Low,No,10,7,False
R-2788,M-3332,Employment Issue,High,No,10,7,False
R-2789,M-2605,Vendor Contract,Low,Yes,7,3,False
R-2790,M-2493,Vendor Contract,Medium,Yes,2,7,True
R-2791,M-2021,Vendor Contract,Medium,No,2,3,True
R-2792,M-2569,Regulatory Review,High,Yes,1,5,True
R-2793,M-3462,NDA,High,No,2,3,True
R-2794,M-1742,Regulatory Review,Medium,Yes,1,7,True
R-2795,M-2278,Vendor Contract,High,No,2,3,True
R-2796,M-2745,Regulatory Review,Low,No,10,3,False
R-2797,M-1877,Regulatory Review,High,Yes,1,5,True
R-2798,M-1099,Employment Issue,High,No,5,7,True
R-2799,M-3199,Vendor Contract,High,No,10,3,False
R-2800,M-3603,Regulatory Review,High,No,5,5,True
R-2801,M-2352,NDA,Low,No,10,3,False
R-2802,M-3719,Employment Issue,Low,Yes,5,3,False
R-2803,M-1862,Regulatory Review,Medium,No,2,3,True
R-2804,M-3396,Regulatory Review,High,Yes,1,5,True
R-2805,M-2348,Vendor Contract,High,Yes,3,7,True
R-2806,M-3471,Regulatory Review,Medium,Yes,6,3,False
R-2807,M-1647,Employment Issue,Medium,Yes,2,7,True
R-2808,M-3697,Employment Issue,Low,Yes,5,7,True
R-2809,M-2910,Employment Issue,Medium,No,10,7,False
R-2810,M-1851,Employment Issue,Medium,No,2,3,True
R-2811,M-1043,Vendor Contract,Medium,No,2,5,True
R-2812,M-2825,Regulatory Review,Medium,No,2,3,True
R-2813,M-2966,Vendor Contract,Low,No,2,7,True
R-2814,M-1067,Employment Issue,Low,No,5,7,True
R-2815,M-2297,Employment Issue,High,Yes,1,7,True
R-2816,M-2619,Vendor Contract,High,Yes,1,3,True
R-2817,M-3447,Vendor Contract,High,Yes,3,3,True
R-2818,M-2075,Regulatory Review,Medium,No,10,5,False
R-2819,M-1961,Vendor Contract,Medium,Yes,7,3,False
R-2820,M-2797,Regulatory Review,Low,No,2,3,True
R-2821,M-1511,NDA,Low,No,10,3,False
R-2822,M-3918,NDA,High,No,5,3,False
R-2823,M-2092,Vendor Contract,Low,Yes,1,3,True
R-2824,M-1186,Vendor Contract,Medium,Yes,5,3,False
R-2825,M-1628,Regulatory Review,Medium,No,2,5,True
R-2826,M-1058,Regulatory Review,Low,Yes,7,7,True
R-2827,M-3344,Vendor Contract,Medium,Yes,6,3,False
R-2828,M-3050,Regulatory Review,High,Yes,6,7,True
R-2829,M-2621,Vendor Contract,Medium,No,2,5,True
R-2830,M-2445,Employment Issue,Medium,No,5,3,False
R-2831,M-3811,Regulatory Review,High,No,2,3,True
R-2832,M-1688,Regulatory Review,Low,No,2,7,True
R-2833,M-1051,Vendor Contract,Low,Yes,2,3,True
R-2834,M-2426,Regulatory Review,Low,Yes,7,3,False
R-2835,M-3756,Vendor Contract,High,Yes,7,5,False
R-2836,M-1477,Employment Issue,Medium,Yes,6,7,True
R-2837,M-1430,NDA,High,Yes,3,5,True
R-2838,M-3333,Vendor Contract,Low,Yes,3,7,True
R-2839,M-2996,Vendor Contract,High,Yes,1,7,True
R-2840,M-1464,Vendor Contract,Low,No,5,5,True
R-2841,M-2638,Vendor Contract,High,Yes,1,5,True
R-2842,M-1508,Regulatory Review,Medium,Yes,1,5,True
R-2843,M-2236,Vendor Contract,Medium,Yes,1,5,True
R-2844,M-1068,Employment Issue,Medium,No,2,7,True
R-2845,M-2421,NDA,High,No,2,7,True
R-2846,M-2455,NDA,High,No,5,5,True
R-2847,M-1831,Regulatory Review,Low,Yes,1,5,True
R-2848,M-2009,Vendor Contract,Low,No,2,7,True
R-2849,M-2976,NDA,High,Yes,2,3,True
R-2850,M-3365,Regulatory Review,Medium,Yes,6,7,True
R-2851,M-3571,Employment Issue,High,Yes,3,5,True
R-2852,M-1005,Regulatory Review,Low,No,2,3,True
R-2853,M-2758,Employment Issue,Medium,No,10,5,False
R-2854,M-1379,NDA,Low,No,2,5,True
R-2855,M-1771,Regulatory Review,Medium,Yes,2,7,True
R-2856,M-3925,Vendor Contract,Medium,Yes,5,7,True
R-2857,M-3433,Vendor Contract,High,No,5,5,True
R-2858,M-3035,Regulatory Review,High,Yes,3,5,True
R-2859,M-1694,Employment Issue,Low,No,10,3,False
R-2860,M-2739,Employment Issue,Low,No,5,3,False
R-2861,M-1075,Regulatory Review,High,No,10,3,False
R-2862,M-2851,Regulatory Review,High,No,5,5,True
R-2863,M-1624,Employment Issue,Low,No,2,7,True
R-2864,M-2034,NDA,High,Yes,1,7,True
R-2865,M-1270,Vendor Contract,High,Yes,3,5,True
R-2866,M-1145,Regulatory Review,Medium,No,5,5,True
R-2867,M-3421,Regulatory Review,High,No,2,3,True
R-2868,M-1552,Employment Issue,High,Yes,5,7,True
R-2869,M-2189,Employment Issue,High,Yes,1,5,True
R-2870,M-2325,Regulatory Review,Low,Yes,5,3,False
R-2871,M-2148,Vendor Contract,Medium,Yes,3,5,True
R-2872,M-1726,Employment Issue,Medium,No,2,5,True
R-2873,M-3142,Regulatory Review,Low,No,5,3,False
R-2874,M-1785,Vendor Contract,Medium,Yes,7,5,False
R-2875,M-2577,Vendor Contract,High,Yes,1,5,True
R-2876,M-2444,NDA,Low,No,2,5,True
R-2877,M-2873,Employment Issue,High,No,5,5,True
R-2878,M-3840,Regulatory Review,Low,Yes,3,7,True
R-2879,M-3502,Regulatory Review,Low,Yes,3,7,True
R-2880,M-3383,Regulatory Review,High,Yes,3,7,True
R-2881,M-2232,Employment Issue,Low,Yes,6,3,False
R-2882,M-3822,Employment Issue,Low,No,2,7,True
R-2883,M-3321,NDA,Medium,No,10,3,False
R-2884,M-2756,Employment Issue,Medium,Yes,3,7,True
R-2885,M-3232,Vendor Contract,High,No,2,3,True
R-2886,M-2567,Regulatory Review,High,Yes,2,7,True
R-2887,M-2747,Vendor Contract,High,No,2,3,True
R-2888,M-1475,Vendor Contract,High,Yes,1,3,True
R-2889,M-1233,NDA,High,Yes,5,5,True
R-2890,M-1467,Employment Issue,High,No,5,3,False
R-2891,M-1871,Employment Issue,Medium,No,2,5,True
R-2892,M-1428,Regulatory Review,Low,Yes,1,7,True
R-2893,M-3806,Employment Issue,Low,No,10,5,False
R-2894,M-2403,Vendor Contract,High,Yes,6,5,False
R-2895,M-2433,Regulatory Review,Medium,No,10,7,False
R-2896,M-3849,NDA,Medium,Yes,5,3,False
R-2897,M-2783,Regulatory Review,High,No,2,7,True
R-2898,M-2979,Regulatory Review,High,Yes,5,3,False
R-2899,M-2119,NDA,High,No,10,7,False
R-2900,M-1295,NDA,Medium,Yes,5,7,True
R-2901,M-3330,Regulatory Review,Medium,No,5,5,True
R-2902,M-3888,Regulatory Review,High,No,5,3,False
R-2903,M-2633,Employment Issue,Low,No,2,5,True
R-2904,M-2150,Vendor Contract,High,No,10,3,False
R-2905,M-3333,Regulatory Review,Low,No,10,3,False
R-2906,M-2975,NDA,Medium,Yes,5,3,False
R-2907,M-2272,Employment Issue,Low,No,10,5,False
R-2908,M-3463,Employment Issue,High,No,2,7,True
R-2909,M-3511,Vendor Contract,Medium,No,5,5,True
R-2910,M-2096,NDA,Medium,Yes,1,5,True
R-2911,M-1441,Employment Issue,Low,No,10,7,False
R-2912,M-2046,Regulatory Review,Low,Yes,1,3,True
R-2913,M-2167,Employment Issue,Medium,No,2,7,True
R-2914,M-1943,Employment Issue,Low,No,2,7,True
R-2915,M-1778,NDA,High,No,5,3,False
R-2916,M-1486,Employment Issue,Low,No,2,3,True
R-2917,M-2420,Regulatory Review,Medium,Yes,1,5,True
R-2918,M-1084,Regulatory Review,High,No,2,7,True
R-2919,M-3218,NDA,Low,Yes,2,3,True
R-2920,M-1214,NDA,High,Yes,1,5,True
R-2921,M-1587,Vendor Contract,Medium,No,2,5,True
R-2922,M-3407,Employment Issue,Low,No,5,3,False
R-2923,M-1623,NDA,Low,No,5,5,True
R-2924,M-3684,Employment Issue,High,Yes,1,5,True
R-2925,M-3954,Regulatory Review,High,No,10,7,False
R-2926,M-2464,Employment Issue,High,Yes,1,7,True
R-2927,M-3635,NDA,Medium,No,10,7,False
R-2928,M-1720,Regulatory Review,Medium,Yes,6,3,False
R-2929,M-1572,NDA,Low,No,5,3,False
R-2930,M-2236,Vendor Contract,High,Yes,1,5,True
R-2931,M-2493,Employment Issue,Medium,No,10,5,False
R-2932,M-2603,Regulatory Review,Low,No,10,5,False
R-2933,M-2897,Employment Issue,Medium,Yes,3,3,True
R-2934,M-3834,Vendor Contract,Low,No,5,7,True
R-2935,M-2900,Employment Issue,High,No,10,5,False
R-2936,M-2161,Regulatory Review,High,Yes,3,5,True
R-2937,M-2027,Regulatory Review,High,No,2,5,True
R-2938,M-2236,Vendor Contract,High,Yes,1,3,True
R-2939,M-2251,NDA,High,Yes,3,3,True
R-2940,M-3301,Vendor Contract,High,No,10,5,False
R-2941,M-2692,NDA,Low,No,5,7,True
R-2942,M-2576,Employment Issue,High,No,5,3,False
R-2943,M-1055,Employment Issue,Low,Yes,3,3,True
R-2944,M-1144,Employment Issue,Medium,No,2,5,True
R-2945,M-1779,Vendor Contract,Low,No,10,5,False
R-2946,M-1503,NDA,High,No,2,3,True
R-2947,M-3585,NDA,Low,No,5,7,True
R-2948,M-3637,Vendor Contract,Low,Yes,2,7,True
R-2949,M-1839,Regulatory Review,Medium,Yes,3,5,True
R-2950,M-1787,Vendor Contract,High,No,2,3,True
R-2951,M-3340,Vendor Contract,High,Yes,2,5,True
R-2952,M-2682,Vendor Contract,High,No,10,3,False
R-2953,M-3113,Vendor Contract,High,No,5,3,False
R-2954,M-3900,Regulatory Review,High,Yes,5,7,True
R-2955,M-1242,Employment Issue,Low,No,10,5,False
R-2956,M-1513,Regulatory Review,High,Yes,1,3,True
R-2957,M-1355,Vendor Contract,High,No,2,5,True
R-2958,M-3329,Vendor Contract,High,No,5,3,False
R-2959,M-1545,NDA,High,Yes,1,7,True
R-2960,M-3019,NDA,Low,No,5,7,True
R-2961,M-2815,Vendor Contract,High,Yes,5,3,False
R-2962,M-3196,Regulatory Review,Medium,Yes,3,5,True
R-2963,M-1831,NDA,Medium,No,5,3,False
R-2964,M-1666,Regulatory Review,Low,No,10,3,False
